CARRETERA,YEAR,n_total,n_bad_surface,RCII_pct,imd_road_mean,road_passages,RCII_rate_per100M,RCII_level
M-509,2018,13,0,0.0,16704.0,6096960.0,0.0,Low
M-509,2019,9,0,0.0,20002.666666666668,7300973.333333334,0.0,Low
M-509,2020,8,0,0.0,,,,Low
M-509,2021,10,0,0.0,17044.5,6221242.5,0.0,Low
M-509,2022,10,2,20.0,20525.666666666668,7491868.333333334,26.695610640959387,High
M-509,2023,9,0,0.0,20828.333333333332,7602341.666666666,0.0,Low
M-509,2024,9,0,0.0,22205.333333333332,8104946.666666666,0.0,Low
M-510,2016,23,0,0.0,,,,Low
M-510,2017,24,1,4.1667,,,,Low
M-510,2018,30,2,6.6667,4160.5,1518582.5,131.7017679316073,Medium
M-510,2019,30,1,3.3333,4645.375,1695561.875,58.97749971524926,Low
M-510,2020,17,0,0.0,,,,Low
M-510,2021,27,1,3.7037,4172.125,1522825.625,65.66740036305865,Low
M-510,2022,23,0,0.0,4146.875,1513609.375,0.0,Low
M-510,2023,19,0,0.0,4189.5,1529167.5,0.0,Low
M-510,2024,15,0,0.0,4310.5,1573332.5,0.0,Low
M-511,2016,8,0,0.0,,,,Low
M-511,2017,8,1,12.5,,,,Medium
M-511,2018,10,0,0.0,32100.0,11716500.0,0.0,Low
M-511,2019,7,0,0.0,31925.0,11652625.0,0.0,Low
M-511,2020,7,0,0.0,,,,Low
M-511,2021,3,0,0.0,26737.0,9759005.0,0.0,Low
M-511,2022,7,1,14.2857,25718.0,9387070.0,10.652951346905903,Medium
M-511,2023,7,0,0.0,26754.0,9765210.0,0.0,Low
M-511,2024,6,0,0.0,27821.5,10154847.5,0.0,Low
M-512,2016,16,1,6.25,,,,Medium
M-512,2017,10,1,10.0,,,,Medium
M-512,2018,8,0,0.0,2089.5,762667.5,0.0,Low
M-512,2019,15,0,0.0,1764.0,643860.0,0.0,Low
M-512,2020,14,0,0.0,,,,Low
M-512,2021,11,0,0.0,2117.0,772705.0,0.0,Low
M-512,2022,12,0,0.0,2032.5,741862.5,0.0,Low
M-512,2023,6,0,0.0,2134.5,779092.5,0.0,Low
M-512,2024,6,0,0.0,2223.25,811486.25,0.0,Low
M-513,2016,26,2,7.6923,,,,Medium
M-513,2017,31,1,3.2258,,,,Low
M-513,2018,30,1,3.3333,14536.0,5305640.0,18.847867552265136,Low
M-513,2019,29,0,0.0,13794.5,5034992.5,0.0,Low
M-513,2020,19,1,5.2632,,,,Medium
M-513,2021,20,1,5.0,13777.5,5028787.5,19.88550918089102,Low
M-513,2022,11,0,0.0,13213.5,4822927.5,0.0,Low
M-513,2023,19,0,0.0,12240.5,4467782.5,0.0,Low
M-513,2024,13,0,0.0,13394.666666666666,4889053.333333333,0.0,Low
M-515,2016,1,0,0.0,,,,Low
M-516,2016,8,0,0.0,,,,Low
M-516,2017,6,0,0.0,,,,Low
M-516,2018,3,0,0.0,12378.5,4518152.5,0.0,Low
M-516,2019,9,1,11.1111,15548.0,5675020.0,17.621083273715335,Medium
M-516,2020,2,0,0.0,,,,Low
M-516,2021,3,0,0.0,12127.0,4426355.0,0.0,Low
M-516,2022,3,0,0.0,12561.0,4584765.0,0.0,Low
M-516,2023,6,0,0.0,12755.5,4655757.5,0.0,Low
M-516,2024,4,2,50.0,13056.5,4765622.5,41.967235130352854,High
M-519,2016,2,0,0.0,,,,Low
M-519,2017,3,0,0.0,,,,Low
M-519,2018,2,0,0.0,8504.0,3103960.0,0.0,Low
M-519,2019,6,0,0.0,7955.0,2903575.0,0.0,Low
M-519,2020,3,0,0.0,,,,Low
M-519,2021,3,0,0.0,7625.0,2783125.0,0.0,Low
M-519,2022,3,0,0.0,8179.0,2985335.0,0.0,Low
M-519,2023,5,0,0.0,8042.0,2935330.0,0.0,Low
M-519,2024,2,0,0.0,8654.0,3158710.0,0.0,Low
M-521,2016,13,1,7.6923,,,,Medium
M-521,2017,15,1,6.6667,,,,Medium
M-521,2018,11,0,0.0,1888.0,689120.0,0.0,Low
M-521,2019,15,0,0.0,1287.0,469755.0,0.0,Low
M-521,2020,14,0,0.0,,,,Low
M-521,2021,20,0,0.0,1494.3333333333333,545431.6666666666,0.0,Low
M-521,2022,21,0,0.0,1338.0,488370.0,0.0,Low
M-521,2023,14,0,0.0,2105.75,768598.75,0.0,Low
M-521,2024,29,1,3.4483,2115.5,772157.5,129.50725726292887,Low
M-522,2017,4,0,0.0,,,,Low
M-522,2018,1,0,0.0,,,,Low
M-522,2019,1,0,0.0,3052.0,1113980.0,0.0,Low
M-522,2020,3,0,0.0,,,,Low
M-522,2021,3,0,0.0,3653.0,1333345.0,0.0,Low
M-522,2022,3,0,0.0,2369.0,864685.0,0.0,Low
M-522,2024,1,0,0.0,3436.0,1254140.0,0.0,Low
M-523,2016,2,0,0.0,,,,Low
M-523,2017,1,0,0.0,,,,Low
M-523,2018,3,0,0.0,538.0,196370.0,0.0,Low
M-523,2020,1,0,0.0,,,,Low
M-523,2021,1,0,0.0,2149.0,784385.0,0.0,Low
M-523,2022,2,0,0.0,2095.0,764675.0,0.0,Low
M-523,2023,4,1,25.0,1681.0,613565.0,162.9819171562915,High
M-523,2024,1,0,0.0,2166.0,790590.0,0.0,Low
M-524,2017,1,0,0.0,,,,Low
M-524,2022,1,0,0.0,1662.0,606630.0,0.0,Low
M-524,2024,2,0,0.0,1722.0,628530.0,0.0,Low
M-527,2016,3,0,0.0,,,,Low
M-527,2017,4,0,0.0,,,,Low
M-527,2019,3,0,0.0,4946.0,1805290.0,0.0,Low
M-527,2021,1,0,0.0,3577.0,1305605.0,0.0,Low
M-527,2022,2,0,0.0,3508.0,1280420.0,0.0,Low
M-527,2023,3,0,0.0,3621.0,1321665.0,0.0,Low
M-528,2016,4,0,0.0,,,,Low
M-528,2017,8,0,0.0,,,,Low
M-528,2018,4,0,0.0,3276.0,1195740.0,0.0,Low
M-528,2019,4,0,0.0,3517.0,1283705.0,0.0,Low
M-528,2020,1,0,0.0,,,,Low
M-528,2021,5,0,0.0,3273.0,1194645.0,0.0,Low
M-528,2022,2,0,0.0,3366.0,1228590.0,0.0,Low
M-528,2023,2,0,0.0,4031.0,1471315.0,0.0,Low
M-528,2024,2,0,0.0,3517.0,1283705.0,0.0,Low
M-530,2016,3,0,0.0,,,,Low
M-530,2019,2,0,0.0,914.0,333610.0,0.0,Low
M-530,2020,1,0,0.0,,,,Low
M-530,2021,2,0,0.0,1060.3333333333333,387021.6666666666,0.0,Low
M-530,2023,1,0,0.0,950.6666666666666,346993.3333333333,0.0,Low
M-530,2024,4,0,0.0,1146.6666666666667,418533.3333333334,0.0,Low
M-531,2016,1,0,0.0,,,,Low
M-531,2017,2,0,0.0,,,,Low
M-531,2021,1,0,0.0,473.0,172645.0,0.0,Low
M-532,2016,1,0,0.0,,,,Low
M-532,2017,1,0,0.0,,,,Low
M-532,2019,1,0,0.0,607.5,221737.5,0.0,Low
M-532,2020,1,0,0.0,,,,Low
M-532,2023,2,0,0.0,752.0,274480.0,0.0,Low
M-532,2024,2,0,0.0,818.0,298570.0,0.0,Low
M-533,2016,8,0,0.0,,,,Low
M-533,2017,6,0,0.0,,,,Low
M-533,2018,7,1,14.2857,2265.5,826907.5,120.93251058915297,Medium
M-533,2019,4,0,0.0,2171.5,792597.5,0.0,Low
M-533,2020,10,0,0.0,,,,Low
M-533,2021,3,0,0.0,2307.5,842237.5,0.0,Low
M-533,2022,5,0,0.0,2133.0,778545.0,0.0,Low
M-533,2023,7,0,0.0,2315.5,845157.5,0.0,Low
M-533,2024,4,0,0.0,2236.0,816140.0,0.0,Low
M-535,2017,1,0,0.0,,,,Low
M-535,2018,1,0,0.0,696.0,254040.0,0.0,Low
M-537,2018,2,0,0.0,1611.0,588015.0,0.0,Low
M-537,2019,1,0,0.0,1581.0,577065.0,0.0,Low
M-537,2021,2,0,0.0,1534.0,559910.0,0.0,Low
M-537,2023,1,0,0.0,1528.0,557720.0,0.0,Low
M-538,2018,1,0,0.0,684.5,249842.5,0.0,Low
M-539,2016,2,0,0.0,,,,Low
M-539,2017,7,0,0.0,,,,Low
M-539,2018,4,0,0.0,858.0,313170.0,0.0,Low
M-539,2019,5,1,20.0,941.0,343465.0,291.15048112617006,High
M-539,2020,3,0,0.0,,,,Low
M-539,2021,2,0,0.0,560.0,204400.0,0.0,Low
M-539,2022,3,0,0.0,528.0,192720.0,0.0,Low
M-539,2023,2,0,0.0,707.0,258055.0,0.0,Low
M-539,2024,2,1,50.0,731.0,266815.0,374.7915222157675,High
M-540,2017,1,0,0.0,,,,Low
M-540,2018,1,0,0.0,,,,Low
M-541,2016,1,0,0.0,,,,Low
M-541,2019,1,0,0.0,751.0,274115.0,0.0,Low
M-541,2020,1,0,0.0,,,,Low
M-541,2021,3,0,0.0,838.0,305870.0,0.0,Low
M-541,2023,1,0,0.0,853.0,311345.0,0.0,Low
M-541,2024,1,0,0.0,863.0,314995.0,0.0,Low
M-542,2017,1,0,0.0,,,,Low
M-542,2024,1,0,0.0,1016.5,371022.5,0.0,Low
M-543,2017,1,0,0.0,,,,Low
M-543,2018,1,0,0.0,311.0,113515.0,0.0,Low
M-543,2023,1,0,0.0,378.0,137970.0,0.0,Low
M-545,2018,1,0,0.0,344.0,125560.0,0.0,Low
M-545,2019,1,0,0.0,369.0,134685.0,0.0,Low
M-545,2021,1,0,0.0,410.0,149650.0,0.0,Low
M-545,2024,1,0,0.0,465.0,169725.0,0.0,Low
M-548,2020,1,0,0.0,,,,Low
M-549,2021,1,0,0.0,487.0,177755.0,0.0,Low
M-600,2016,44,1,2.2727,,,,Low
M-600,2017,47,1,2.1277,,,,Low
M-600,2018,50,1,2.0,13608.5,4967102.5,20.132461530640853,Low
M-600,2019,57,1,1.7544,13387.0,4886255.0,20.46557128107313,Low
M-600,2020,42,0,0.0,,,,Low
M-600,2021,51,0,0.0,13215.9,4823803.5,0.0,Low
M-600,2022,60,2,3.3333,13375.4,4882021.0,40.966640659677616,Low
M-600,2023,48,0,0.0,13403.2,4892168.0,0.0,Low
M-600,2024,36,2,5.5556,13588.2,4959693.0,40.32507657227978,Medium
M-601,2016,20,0,0.0,,,,Low
M-601,2017,25,2,8.0,,,,Medium
M-601,2018,18,0,0.0,9549.0,3485385.0,0.0,Low
M-601,2019,25,0,0.0,10052.666666666666,3669223.333333333,0.0,Low
M-601,2020,18,1,5.5556,,,,Medium
M-601,2021,14,3,21.4286,9383.333333333334,3424916.666666667,87.59337210151098,High
M-601,2022,17,0,0.0,10125.666666666666,3695868.333333333,0.0,Low
M-601,2023,17,0,0.0,10118.333333333334,3693191.666666667,0.0,Low
M-601,2024,19,1,5.2632,10706.666666666666,3907933.333333333,25.588972858629457,Medium
M-603,2016,14,0,0.0,,,,Low
M-603,2017,10,0,0.0,,,,Low
M-603,2018,9,0,0.0,29808.0,10879920.0,0.0,Low
M-603,2019,12,0,0.0,36713.0,13400245.0,0.0,Low
M-603,2020,10,0,0.0,,,,Low
M-603,2021,7,1,14.2857,30777.5,11233787.5,8.901717252529478,Medium
M-603,2022,12,1,8.3333,36290.5,13246032.5,7.549430367168433,Medium
M-603,2023,7,0,0.0,33617.0,12270205.0,0.0,Low
M-603,2024,5,0,0.0,32663.0,11921995.0,0.0,Low
M-604,2016,8,0,0.0,,,,Low
M-604,2017,6,1,16.6667,,,,High
M-604,2018,8,0,0.0,2078.3333333333335,758591.6666666667,0.0,Low
M-604,2019,15,2,13.3333,2345.6666666666665,856168.3333333333,233.598922330305,Medium
M-604,2020,3,1,33.3333,,,,High
M-604,2021,8,0,0.0,2650.0,967250.0,0.0,Low
M-604,2022,1,0,0.0,2403.5,877277.5,0.0,Low
M-604,2023,5,0,0.0,2092.0,763580.0,0.0,Low
M-604,2024,8,0,0.0,2157.0,787305.0,0.0,Low
M-605,2016,4,0,0.0,,,,Low
M-605,2017,3,0,0.0,,,,Low
M-605,2018,2,0,0.0,9070.0,3310550.0,0.0,Low
M-605,2019,5,1,20.0,8861.0,3234265.0,30.918925938350753,High
M-605,2020,2,0,0.0,,,,Low
M-605,2021,2,0,0.0,9319.0,3401435.0,0.0,Low
M-605,2022,2,0,0.0,9599.0,3503635.0,0.0,Low
M-605,2023,1,0,0.0,9216.0,3363840.0,0.0,Low
M-605,2024,1,0,0.0,9026.0,3294490.0,0.0,Low
M-607,2016,104,3,2.8846,,,,Low
M-607,2017,86,2,2.3256,,,,Low
M-607,2018,110,8,7.2727,40107.857142857145,14639367.857142858,54.64716836182671,Medium
M-607,2019,87,2,2.2989,40789.666666666664,14888228.333333332,13.433431804119966,Low
M-607,2020,70,5,7.1429,,,,Medium
M-607,2021,62,2,3.2258,37598.166666666664,13723330.833333332,14.573721382145019,Low
M-607,2022,77,1,1.2987,39505.666666666664,14419568.333333332,6.935020361797702,Low
M-607,2023,64,4,6.25,41867.11111111111,15281495.555555554,26.175448505403704,Medium
M-607,2024,47,3,6.383,46256.555555555555,16883642.777777776,17.76867729012009,Medium
M-607 CRBC,2016,1,0,0.0,,,,Low
M-607 CRBC,2022,1,0,0.0,,,,Low
M-608,2016,49,1,2.0408,,,,Low
M-608,2017,39,2,5.1282,,,,Medium
M-608,2018,36,1,2.7778,10231.444444444445,3734477.2222222225,26.777509688623677,Low
M-608,2019,30,1,3.3333,11740.555555555555,4285302.777777777,23.33557398057573,Low
M-608,2020,33,1,3.0303,,,,Low
M-608,2021,39,1,2.5641,10251.222222222223,3741696.1111111115,26.725847591696752,Low
M-608,2022,37,2,5.4054,10441.666666666666,3811208.333333333,52.476795417026544,Medium
M-608,2023,24,0,0.0,10759.888888888889,3927359.4444444445,0.0,Low
M-608,2024,29,0,0.0,11097.333333333334,4050526.666666667,0.0,Low
M-609,2016,6,1,16.6667,,,,High
M-609,2017,6,0,0.0,,,,Low
M-609,2018,3,0,0.0,19779.0,7219335.0,0.0,Low
M-609,2019,11,1,9.0909,26186.0,9557890.0,10.462560251268847,Medium
M-609,2020,5,0,0.0,,,,Low
M-609,2021,7,0,0.0,21656.0,7904440.0,0.0,Low
M-609,2022,4,0,0.0,21816.0,7962840.0,0.0,Low
M-609,2023,5,1,20.0,21901.0,7993865.0,12.509593294357611,High
M-609,2024,4,0,0.0,23237.0,8481505.0,0.0,Low
M-610,2016,2,1,50.0,,,,High
M-610,2017,5,0,0.0,,,,Low
M-610,2018,8,0,0.0,1245.0,454425.0,0.0,Low
M-610,2019,3,0,0.0,1437.0,524505.0,0.0,Low
M-610,2020,5,0,0.0,,,,Low
M-610,2021,6,1,16.6667,1457.0,531805.0,188.03884882616748,High
M-610,2022,2,0,0.0,1456.0,531440.0,0.0,Low
M-610,2023,1,0,0.0,1373.5,501327.5,0.0,Low
M-610,2024,3,0,0.0,1345.0,490925.0,0.0,Low
M-611,2016,6,1,16.6667,,,,High
M-611,2017,13,1,7.6923,,,,Medium
M-611,2018,8,0,0.0,5149.0,1879385.0,0.0,Low
M-611,2019,15,1,6.6667,2796.0,1020540.0,97.98734003566739,Medium
M-611,2020,9,2,22.2222,,,,High
M-611,2021,24,1,4.1667,2772.5,1011962.5,98.81789097916177,Low
M-611,2022,12,0,0.0,2882.5,1052112.5,0.0,Low
M-611,2023,17,1,5.8824,2879.0,1050835.0,95.16241845770269,Medium
M-611,2024,18,1,5.5556,3045.0,1111425.0,89.974582180534,Medium
M-612,2016,3,0,0.0,,,,Low
M-612,2017,3,0,0.0,,,,Low
M-612,2019,1,0,0.0,5498.0,2006770.0,0.0,Low
M-612,2020,2,0,0.0,,,,Low
M-612,2021,2,0,0.0,5680.0,2073200.0,0.0,Low
M-612,2022,3,0,0.0,6157.0,2247305.0,0.0,Low
M-612,2023,1,0,0.0,6224.0,2271760.0,0.0,Low
M-614,2016,2,0,0.0,,,,Low
M-614,2017,10,0,0.0,,,,Low
M-614,2018,8,0,0.0,3534.0,1289910.0,0.0,Low
M-614,2019,7,0,0.0,3865.5,1410907.5,0.0,Low
M-614,2020,7,0,0.0,,,,Low
M-614,2021,8,0,0.0,4097.5,1495587.5,0.0,Low
M-614,2022,6,0,0.0,4012.5,1464562.5,0.0,Low
M-614,2023,2,0,0.0,3980.5,1452882.5,0.0,Low
M-614,2024,8,0,0.0,3916.5,1429522.5,0.0,Low
M-615,2016,1,0,0.0,,,,Low
M-615,2019,2,0,0.0,5009.0,1828285.0,0.0,Low
M-615,2020,2,0,0.0,,,,Low
M-615,2021,1,0,0.0,5060.0,1846900.0,0.0,Low
M-615,2022,1,0,0.0,5046.0,1841790.0,0.0,Low
M-615,2023,3,0,0.0,5103.0,1862595.0,0.0,Low
M-615,2024,2,0,0.0,5083.0,1855295.0,0.0,Low
M-616,2016,5,0,0.0,,,,Low
M-616,2017,9,0,0.0,,,,Low
M-616,2018,6,0,0.0,22964.0,8381860.0,0.0,Low
M-616,2019,7,1,14.2857,29188.0,10653620.0,9.386480839376663,Medium
M-616,2020,4,1,25.0,,,,High
M-616,2021,9,2,22.2222,,,,High
M-616,2022,2,0,0.0,20868.0,7616820.0,0.0,Low
M-616,2023,2,0,0.0,21128.0,7711720.0,0.0,Low
M-616,2024,3,0,0.0,21328.0,7784720.0,0.0,Low
M-616 CB,2016,1,0,0.0,,,,Low
M-617,2017,2,0,0.0,,,,Low
M-617,2018,1,0,0.0,2808.5,1025102.5,0.0,Low
M-617,2020,3,0,0.0,,,,Low
M-617,2021,2,0,0.0,3110.0,1135150.0,0.0,Low
M-617,2022,1,0,0.0,2987.5,1090437.5,0.0,Low
M-618,2016,17,3,17.6471,,,,High
M-618,2017,15,0,0.0,,,,Low
M-618,2018,16,1,6.25,4191.5,1529897.5,65.3638560753253,Medium
M-618,2019,15,1,6.6667,1718.0,627070.0,159.47182930135392,Medium
M-618,2020,7,0,0.0,,,,Low
M-618,2021,19,0,0.0,1388.0,506620.0,0.0,Low
M-618,2022,10,0,0.0,1373.0,501145.0,0.0,Low
M-618,2023,14,0,0.0,4180.0,1525700.0,0.0,Low
M-618,2024,11,0,0.0,4339.0,1583735.0,0.0,Low
M-619,2016,2,0,0.0,,,,Low
M-619,2017,2,0,0.0,,,,Low
M-619,2018,8,0,0.0,4665.0,1702725.0,0.0,Low
M-619,2019,5,0,0.0,5439.0,1985235.0,0.0,Low
M-619,2020,2,0,0.0,,,,Low
M-619,2021,6,0,0.0,,,,Low
M-619,2022,5,1,20.0,4461.0,1628265.0,61.415064501171486,High
M-619,2023,7,0,0.0,4462.0,1628630.0,0.0,Low
M-619,2024,4,0,0.0,4611.0,1683015.0,0.0,Low
M-620,2016,2,0,0.0,,,,Low
M-620,2018,3,0,0.0,9331.0,3405815.0,0.0,Low
M-620,2019,3,0,0.0,11081.0,4044565.0,0.0,Low
M-620,2020,2,0,0.0,,,,Low
M-620,2022,3,0,0.0,8933.0,3260545.0,0.0,Low
M-620,2023,4,0,0.0,9727.0,3550355.0,0.0,Low
M-621,2016,2,0,0.0,,,,Low
M-621,2020,1,0,0.0,,,,Low
M-621,2022,2,0,0.0,543.0,198195.0,0.0,Low
M-622,2016,2,0,0.0,,,,Low
M-622,2017,6,0,0.0,,,,Low
M-622,2018,6,0,0.0,4745.666666666667,1732168.3333333335,0.0,Low
M-622,2019,10,1,10.0,4477.0,1634105.0,61.19557800753317,Medium
M-622,2020,3,0,0.0,,,,Low
M-622,2021,2,0,0.0,5025.333333333333,1834246.6666666665,0.0,Low
M-622,2022,7,0,0.0,4966.0,1812590.0,0.0,Low
M-622,2023,2,0,0.0,4953.0,1807845.0,0.0,Low
M-622,2024,4,0,0.0,5045.666666666667,1841668.3333333335,0.0,Low
M-623,2016,5,0,0.0,,,,Low
M-623,2017,9,0,0.0,,,,Low
M-623,2018,8,0,0.0,5333.0,1946545.0,0.0,Low
M-623,2019,9,0,0.0,5415.0,1976475.0,0.0,Low
M-623,2020,6,0,0.0,,,,Low
M-623,2021,9,0,0.0,5266.333333333333,1922211.6666666665,0.0,Low
M-623,2022,8,0,0.0,5371.333333333333,1960536.6666666665,0.0,Low
M-623,2023,6,2,33.3333,5414.333333333333,1976231.6666666665,101.202709871228,High
M-623,2024,7,0,0.0,5456.666666666667,1991683.3333333335,0.0,Low
M-625,2016,8,0,0.0,,,,Low
M-625,2017,9,0,0.0,,,,Low
M-625,2018,9,0,0.0,2838.0,1035870.0,0.0,Low
M-625,2019,9,1,11.1111,3412.5,1245562.5,80.28501179186111,Medium
M-625,2020,9,1,11.1111,,,,Medium
M-625,2021,7,1,14.2857,3456.5,1261622.5,79.26301250968496,Medium
M-625,2022,13,2,15.3846,3028.0,1105220.0,180.95944698793,High
M-625,2023,7,0,0.0,3255.0,1188075.0,0.0,Low
M-625,2024,4,0,0.0,3288.5,1200302.5,0.0,Low
M-626,2016,1,0,0.0,,,,Low
M-626,2017,3,0,0.0,,,,Low
M-626,2019,1,0,0.0,1854.0,676710.0,0.0,Low
M-626,2020,3,0,0.0,,,,Low
M-626,2021,4,0,0.0,2101.0,766865.0,0.0,Low
M-626,2022,4,0,0.0,1922.0,701530.0,0.0,Low
M-626,2024,2,0,0.0,2065.0,753725.0,0.0,Low
M-627,2017,1,0,0.0,,,,Low
M-627,2021,1,0,0.0,459.0,167535.0,0.0,Low
M-627,2022,1,1,100.0,429.0,156585.0,638.630775617077,High
M-627,2024,1,0,0.0,393.0,143445.0,0.0,Low
M-629,2016,3,0,0.0,,,,Low
M-629,2017,4,0,0.0,,,,Low
M-629,2019,3,0,0.0,557.0,203305.0,0.0,Low
M-629,2020,2,0,0.0,,,,Low
M-629,2021,2,0,0.0,816.5,298022.5,0.0,Low
M-629,2023,6,1,16.6667,757.5,276487.5,361.68000361680004,High
M-629,2024,5,0,0.0,742.0,270830.0,0.0,Low
M-631,2016,1,0,0.0,,,,Low
M-631,2017,2,0,0.0,,,,Low
M-631,2018,3,0,0.0,1991.0,726715.0,0.0,Low
M-631,2019,1,0,0.0,2102.0,767230.0,0.0,Low
M-631,2020,2,0,0.0,,,,Low
M-631,2021,1,0,0.0,2564.0,935860.0,0.0,Low
M-631,2022,1,0,0.0,2349.0,857385.0,0.0,Low
M-631,2023,4,0,0.0,1726.0,629990.0,0.0,Low
M-631,2024,2,0,0.0,2470.0,901550.0,0.0,Low
M-633,2016,2,0,0.0,,,,Low
M-633,2018,1,1,100.0,209.0,76285.0,1310.8736973192633,High
M-634,2017,1,0,0.0,,,,Low
M-634,2019,2,0,0.0,1012.5,369562.5,0.0,Low
M-634,2022,1,0,0.0,1163.5,424677.5,0.0,Low
M-635,2021,1,0,0.0,306.0,111690.0,0.0,Low
M-635,2024,1,1,100.0,295.0,107675.0,928.7206872533086,High
M-636,2022,1,0,0.0,,,,Low
M-637,2016,1,0,0.0,,,,Low
M-637,2017,3,1,33.3333,,,,High
M-637,2018,3,0,0.0,115.0,41975.0,0.0,Low
M-637,2019,5,0,0.0,269.0,98185.0,0.0,Low
M-637,2020,1,0,0.0,,,,Low
M-637,2021,1,0,0.0,244.0,89060.0,0.0,Low
M-637,2022,3,0,0.0,,,,Low
M-637,2023,1,0,0.0,251.0,91615.0,0.0,Low
M-637,2024,4,0,0.0,191.0,69715.0,0.0,Low
M-822,2020,1,0,0.0,,,,Low
M-823,2016,5,0,0.0,,,,Low
M-823,2017,4,0,0.0,,,,Low
M-823,2018,3,0,0.0,6742.0,2460830.0,0.0,Low
M-823,2019,3,0,0.0,7882.0,2876930.0,0.0,Low
M-823,2020,2,0,0.0,,,,Low
M-823,2021,2,1,50.0,8917.0,3254705.0,30.724750783865204,High
M-823,2022,4,0,0.0,6339.0,2313735.0,0.0,Low
M-823,2023,4,0,0.0,,,,Low
M-823,2024,1,0,0.0,,,,Low
M-831,2017,1,0,0.0,,,,Low
M-831,2019,1,0,0.0,,,,Low
M-831RE,2021,1,0,0.0,,,,Low
M-831RE,2023,1,0,0.0,,,,Low
M-832,2016,1,0,0.0,,,,Low
M-832,2017,2,0,0.0,,,,Low
M-832,2018,2,0,0.0,9057.0,3305805.0,0.0,Low
M-832,2019,3,1,33.3333,7962.0,2906130.0,34.41002295148531,High
M-832,2021,1,0,0.0,8055.0,2940075.0,0.0,Low
M-832,2022,1,0,0.0,8900.0,3248500.0,0.0,Low
M-832,2023,2,0,0.0,8589.0,3134985.0,0.0,Low
M-832,2024,2,0,0.0,9119.0,3328435.0,0.0,Low
M-841,2016,6,0,0.0,,,,Low
M-841,2017,5,0,0.0,,,,Low
M-841,2018,4,0,0.0,8525.0,3111625.0,0.0,Low
M-841,2019,1,0,0.0,8188.0,2988620.0,0.0,Low
M-841,2020,3,0,0.0,,,,Low
M-841,2021,4,0,0.0,7151.0,2610115.0,0.0,Low
M-841,2022,5,0,0.0,7642.0,2789330.0,0.0,Low
M-841,2023,9,0,0.0,7385.0,2695525.0,0.0,Low
M-841,2024,6,0,0.0,7846.0,2863790.0,0.0,Low
M-851,2016,2,0,0.0,,,,Low
M-851,2017,3,0,0.0,,,,Low
M-851,2018,2,0,0.0,5961.0,2175765.0,0.0,Low
M-851,2019,2,0,0.0,7069.0,2580185.0,0.0,Low
M-851,2020,1,0,0.0,,,,Low
M-851,2023,1,0,0.0,5961.0,2175765.0,0.0,Low
M-851,2024,1,0,0.0,6032.0,2201680.0,0.0,Low
M-852,2019,1,0,0.0,480.0,175200.0,0.0,Low
M-853,2016,2,0,0.0,,,,Low
M-853,2017,1,0,0.0,,,,Low
M-853,2018,3,0,0.0,2453.0,895345.0,0.0,Low
M-853,2019,1,0,0.0,2428.0,886220.0,0.0,Low
M-853,2020,1,0,0.0,,,,Low
M-853A,2016,1,0,0.0,,,,Low
M-855,2016,4,0,0.0,,,,Low
M-855,2017,1,0,0.0,,,,Low
M-855,2018,2,0,0.0,1557.0,568305.0,0.0,Low
M-855,2021,5,0,0.0,2433.0,888045.0,0.0,Low
M-855,2023,4,1,25.0,1772.0,646780.0,154.61207829555644,High
M-855,2024,3,0,0.0,2689.0,981485.0,0.0,Low
M-856,2016,10,0,0.0,,,,Low
M-856,2017,10,1,10.0,,,,Medium
M-856,2018,5,0,0.0,18517.0,6758705.0,0.0,Low
M-856,2019,7,0,0.0,,,,Low
M-856,2020,4,0,0.0,,,,Low
M-856,2021,6,1,16.6667,17764.0,6483860.0,15.422911660646589,High
M-856,2022,5,0,0.0,17409.0,6354285.0,0.0,Low
M-856,2023,2,0,0.0,17487.0,6382755.0,0.0,Low
M-856,2024,7,0,0.0,18523.0,6760895.0,0.0,Low
M-861,2021,1,1,100.0,,,,High
M-862,2017,1,0,0.0,,,,Low
M-862,2021,1,1,100.0,14252.0,5201980.0,19.223449532677943,High
M-862,2022,2,0,0.0,13877.0,5065105.0,0.0,Low
M-862,2024,2,1,50.0,14109.0,5149785.0,19.418286394480546,High
M-863,2018,1,0,0.0,,,,Low
M-912,2016,1,0,0.0,,,,Low
M-912,2017,1,0,0.0,,,,Low
M-913,2022,1,0,0.0,,,,Low
M-914,2022,1,0,0.0,957.0,349305.0,0.0,Low
M-942,2017,2,0,0.0,,,,Low
M-942A,2020,1,0,0.0,,,,Low
M-942RE,2022,1,1,100.0,,,,High
M-951,2020,1,0,0.0,,,,Low
M-952,2020,1,0,0.0,,,,Low
M-952,2024,1,0,0.0,1387.0,506255.0,0.0,Low
M-954,2024,1,0,0.0,150.0,54750.0,0.0,Low
M-957,2023,1,0,0.0,1406.0,513190.0,0.0,Low
M-957,2024,2,0,0.0,2011.0,734015.0,0.0,Low
M-959,2016,3,0,0.0,,,,Low
M-959,2017,1,0,0.0,,,,Low
M-959,2018,1,0,0.0,,,,Low
M-959,2019,2,1,50.0,5478.0,1999470.0,50.01325351218073,High
M-959,2021,3,0,0.0,5755.0,2100575.0,0.0,Low
M-959,2022,1,0,0.0,5833.0,2129045.0,0.0,Low
M-959,2024,4,0,0.0,5941.0,2168465.0,0.0,Low
